DonorKey,Donor Name,Country,Region,Age Band,Acquisition Date,Acquisition ChannelKey,Donor Type,Consent Status
8740,Duncan Walton,SE,Västra Götaland,30-44,2023-12-15,2,Individual,Full
8741,Mr Owen Hammond,DK,Hovedstaden,18-29,2023-08-13,6,Individual,Full
8742,Miss Amanda Ahmed,,Varsinais-Suomi,60-74,2023-06-28,3,Individual,Full
8743,Andrew Shaw,SE,Uppsala,75+,2025-04-23,4,Individual,Full
8744,Frederick Watkins,NO,Oslo,45-59,2022-06-23,4,Individual,Email only
8745,Dr Simon Kirby,,Varsinais-Suomi,30-44,2024-04-01,1,Individual,Full
8746,Dr Hannah Johnson,SE,Skåne,60-74,2023-12-03,1,Individual,Full
8747,Dr Martyn Lee,SE,Västra Götaland,60-74,2023-12-19,3,Individual,Full
8748,Dr Donald Chambers,FI,Varsinais-Suomi,60-74,2024-05-14,5,Individual,Email only
8749,Danny Hunt,FI,Uusimaa,30-44,2024-06-12,1,Individual,Full
8750,Ryan Hughes,SE,Västra Götaland,45-59,2022-12-04,3,Individual,Email only
8751,Jamie Parker,FI,Pirkanmaa,30-44,2022-03-29,1,Individual,Full
8752,Darren Moore,FI,Pirkanmaa,18-29,2023-11-05,2,Individual,Full
8753,Justin James,SE,Uppsala,18-29,2023-12-04,1,Individual,Full
8754,Oliver Gordon,SE,Stockholm,18-29,2024-09-18,2,Individual,Full
8755,Sara Sharp-James,FI,Pirkanmaa,60-74,2023-12-23,2,Individual,Full
8756,Elizabeth Hall,NO,Rogaland,60-74,2022-12-01,1,Individual,Full
8757,Katie Ward,FI,Pohjois-Pohjanmaa,60-74,2025-02-23,4,Individual,Email only
8758,Dr Sarah Brown,FI,Uusimaa,60-74,2022-12-24,1,Individual,Full
8759,Kate Godfrey-Harrison,DK,Sjælland,30-44,2023-10-02,2,Individual,Full
8760,Mr Benjamin Hughes,FI,Uusimaa,30-44,2023-11-19,1,Individual,Email only
8761,Ms Hazel Nicholls,FI,Pohjois-Pohjanmaa,60-74,2024-04-12,5,Individual,Email only
8762,Reece Cooper,FI,Varsinais-Suomi,45-59,2024-12-02,1,Individual,Full
8763,Katherine Ford,SE,Uppsala,18-29,2023-09-05,1,Individual,Full
8764,David Barnes,FI,Uusimaa,30-44,2024-08-16,1,Trust,Email only
8765,Reece Kennedy-Burrows,FI,Varsinais-Suomi,45-59,2025-12-06,5,Individual,Full
8766,Miss Gillian Humphreys,SE,Skåne,30-44,2025-02-27,1,Individual,Full
8767,Mr Dale Winter,DK,Midtjylland,75+,2025-11-20,5,Corporate,Full
8768,Dr Gavin Hussain,SE,Skåne,30-44,2025-04-01,3,Individual,Email only
8769,Owen Smith,SE,Stockholm,45-59,2025-12-30,3,Individual,Full
8770,Dr Louis Dixon,SE,Stockholm,60-74,2022-12-11,1,Individual,Full
8771,Ms Pamela Holland,SE,Skåne,60-74,2025-09-02,5,Individual,Email only
8772,Katie Anderson,FI,Pirkanmaa,60-74,2022-11-17,1,Individual,Full
8773,Leah Saunders,DK,Syddanmark,75+,2022-12-03,1,Individual,Email only
8774,Darren Mitchell,FI,Pohjois-Pohjanmaa,45-59,2024-05-03,1,Individual,Full
8775,Marc Cole,FI,Pohjois-Pohjanmaa,45-59,2025-05-21,4,Trust,Full
8776,Lucy Green-Cook,SE,Västra Götaland,75+,2024-12-09,4,Individual,Email only
8777,Elliot Garner,FI,Pohjois-Pohjanmaa,60-74,2025-12-13,6,Individual,Full
8778,Joanne Fletcher,FI,Pohjois-Pohjanmaa,45-59,2022-06-30,1,Individual,Full
8779,Christian Hughes,NO,Vestland,60-74,2025-03-28,2,Corporate,Full
8780,Dylan Baldwin,FI,Pohjois-Pohjanmaa,60-74,2025-11-19,1,Individual,Full
8781,Dr Leigh Gordon,SE,Stockholm,45-59,2024-05-09,2,Individual,Full
8782,Mrs Jennifer Jones,NO,Oslo,45-59,2022-11-22,4,Individual,Full
8783,Ms Joanne Woodward,FI,Pohjois-Pohjanmaa,30-44,2024-11-05,1,Individual,Full
8784,Georgia Martin-Thompson,SE,Stockholm,18-29,2023-08-30,2,Individual,Email only
8785,Amber Williamson,SE,Västra Götaland,18-29,2022-12-17,1,Individual,Full
8786,Mr Mathew Morgan,FI,Uusimaa,60-74,2023-12-26,1,Corporate,Full
8787,Liam Brown,SE,Västra Götaland,45-59,2024-03-17,5,Individual,Full
8788,Bruce Hill,NO,Trøndelag,30-44,2024-08-21,1,Individual,Email only
8789,Aaron Long,DK,Syddanmark,45-59,2022-09-10,4,Individual,Email only
8790,Garry Wyatt,NO,Rogaland,60-74,2023-06-25,4,Individual,Email only
8791,Dr Christopher Evans,SE,Skåne,30-44,2024-10-10,1,Individual,Full
8792,Mrs Alice Williams,FI,Uusimaa,60-74,2022-09-15,2,Individual,Full
8793,Mrs Beth Barnes,DK,Hovedstaden,30-44,2024-02-22,3,Individual,Full
8794,Russell McDonald,SE,Västra Götaland,18-29,2024-07-19,1,Individual,Full
8795,Barry Brown,SE,Västra Götaland,18-29,2022-12-12,2,Individual,Full
8796,Mandy Allen,,Uppsala,18-29,2022-12-31,4,Individual,Full
8797,Jordan Burns,FI,Uusimaa,45-59,2022-06-18,3,Individual,Full
8798,Miss Linda Powell,DK,Syddanmark,60-74,2022-10-26,6,Individual,Full
8799,Dean Wood,FI,Pohjois-Pohjanmaa,75+,2022-10-20,5,Individual,Post only
8800,Gail Fraser,SE,Skåne,30-44,2025-05-31,3,Individual,Email only
8801,Carl Storey,NO,Oslo,60-74,2022-12-16,3,Individual,Full
8802,Dr Harry Fisher,FI,Varsinais-Suomi,45-59,2022-11-15,1,Corporate,Email only
8803,Dr Hannah Hall,FI,Varsinais-Suomi,30-44,2022-03-15,1,Individual,Full
8804,Damien Walton,NO,Oslo,60-74,2024-12-17,4,Individual,Full
8805,Sophie Patel,DK,Sjælland,18-29,2023-03-25,3,Individual,Post only
8806,Mr Victor Burgess,SE,Uppsala,30-44,2023-04-30,5,Individual,Full
8807,Helen Butler-Hart,FI,Pohjois-Pohjanmaa,60-74,2024-09-06,2,Individual,Full
8808,Douglas Houghton-Lee,DK,Midtjylland,18-29,2025-08-15,3,Individual,Full
8809,Terry Thomas,SE,Uppsala,45-59,2024-07-16,2,Individual,Full
8810,Mrs Lorraine Jones,FI,Pirkanmaa,60-74,2022-11-17,5,Corporate,Post only
8811,Rachael Adams,FI,Varsinais-Suomi,30-44,2022-12-02,1,Individual,Full
8812,Ms Wendy Matthews,NO,Rogaland,18-29,2022-05-25,4,Individual,Full
8813,Vincent Gill,FI,Pirkanmaa,75+,2023-09-10,1,Individual,Email only
8814,Stacey Walters,FI,Pohjois-Pohjanmaa,30-44,2022-11-17,4,Individual,Full
8815,Geoffrey Pratt,FI,Pohjois-Pohjanmaa,60-74,2022-11-22,4,Corporate,Full
8816,Michael Davies,DK,Sjælland,18-29,2025-12-19,1,Individual,Full
8817,Alice Green-Barton,FI,Pirkanmaa,30-44,2024-08-11,6,Individual,Full
8818,Alison Thomas,FI,Pohjois-Pohjanmaa,45-59,2024-12-09,1,Individual,Full
8819,Stacey Morris,SE,Skåne,60-74,2025-12-09,4,Individual,Full
8820,Charlene Ellis,SE,Västra Götaland,18-29,2025-01-23,6,Corporate,Full
8821,Mr Graeme Chapman,FI,Pirkanmaa,45-59,2024-04-29,1,Individual,Full
8822,Julie Leonard,FI,Varsinais-Suomi,45-59,2024-12-01,3,Individual,Full
8823,Pamela French,FI,Pohjois-Pohjanmaa,30-44,2024-05-17,2,Individual,Full
8824,Dorothy Graham-Dunn,SE,Stockholm,45-59,2022-12-28,3,Individual,Email only
8825,Emma Thomas,SE,Uppsala,30-44,2023-11-25,1,Individual,Email only
8826,Mr Richard Adams,DK,Midtjylland,30-44,2022-11-17,6,Individual,Email only
8827,Sharon Dickinson,SE,Skåne,45-59,2025-03-05,3,Individual,Full
8828,Duncan Williams-Stephens,NO,Rogaland,60-74,2023-09-12,5,Individual,Full
8829,Peter Davis,FI,Pirkanmaa,60-74,2024-09-28,5,Individual,Full
8830,Valerie Norman,FI,Varsinais-Suomi,75+,2023-12-15,1,Individual,Email only
8831,Sally Morris,FI,Varsinais-Suomi,60-74,2025-12-01,1,Individual,Full
8832,Robin Hall,DK,Hovedstaden,30-44,2025-07-29,2,Individual,Full
8833,Dr Leon Brown,FI,Pirkanmaa,30-44,2022-12-13,1,Individual,Full
8834,Mr Gavin Day,DK,Hovedstaden,18-29,2023-12-19,2,Individual,Full
8835,Duncan Chapman,SE,Västra Götaland,75+,2024-02-27,2,Individual,Email only
8836,Paige Connor,SE,Uppsala,18-29,2024-04-04,3,Individual,Email only
8837,Joanna Pearson,SE,Västra Götaland,60-74,2023-10-24,1,Individual,Email only
8838,Beth Watson,NO,Rogaland,30-44,2023-12-19,1,Individual,Email only
8839,Bethan Ahmed-Taylor,SE,Uppsala,75+,2022-01-20,1,Individual,Email only
8840,Dale Johnson-Vincent,SE,Stockholm,30-44,2025-08-22,2,Individual,Full
8841,Anthony Morris,FI,Uusimaa,60-74,2024-10-13,2,Individual,Full
8842,Mrs Carly Gordon,FI,Uusimaa,60-74,2024-07-26,2,Individual,Full
8843,Dr Helen Edwards,FI,Varsinais-Suomi,45-59,2024-10-18,6,Individual,Full
8844,William Blake,SE,Skåne,18-29,2022-02-19,2,Individual,Full
8845,Dr Barbara Hutchinson,DK,Syddanmark,45-59,2023-11-16,1,Individual,Full
8846,Stanley Lee,SE,Västra Götaland,45-59,2025-08-20,1,Individual,Full
8847,Rita Smith-Armstrong,NO,Oslo,30-44,2022-07-16,7,Individual,Full
8848,Bethan Edwards,SE,Skåne,18-29,2023-10-13,1,Individual,Full
8849,Stuart Brennan,FI,Uusimaa,45-59,2025-12-06,4,Individual,Full
8850,Mr Joseph Steele,SE,Skåne,45-59,2024-10-19,4,Individual,Full
8851,Linda Smith,DK,Hovedstaden,60-74,2025-12-21,1,Individual,Email only
8852,Craig Law-Simmons,DK,Syddanmark,60-74,2024-06-15,4,Corporate,Full
8853,Dr Benjamin Moore,NO,Rogaland,45-59,2023-01-04,7,Individual,Full
8854,Mr Connor Bradley,FI,Varsinais-Suomi,30-44,2022-12-01,2,Individual,Email only
8855,June Bentley,SE,Västra Götaland,30-44,2025-12-22,4,Individual,Full
8856,Dr Christopher Boyle,NO,Vestland,60-74,2023-04-27,2,Individual,Full
8857,Joseph Edwards,FI,Varsinais-Suomi,18-29,2023-07-27,1,Individual,Full
8858,Sophie Faulkner,SE,Stockholm,60-74,2022-12-04,2,Individual,Full
8859,Dr Glen King,SE,Västra Götaland,60-74,2022-08-31,2,Individual,Email only
8860,Mathew Shaw,NO,Rogaland,18-29,2022-05-20,1,Individual,Full
8861,Valerie Russell,SE,Skåne,60-74,2025-04-23,2,Individual,Full
8862,Hazel James-Hunt,NO,Vestland,60-74,2024-12-14,6,Individual,Email only
8863,Miss Carole Hardy,SE,Skåne,60-74,2025-12-29,2,Individual,Full
8864,Lorraine Willis,NO,Vestland,30-44,2023-12-02,1,Corporate,Full
8865,Jay Patel,FI,Pohjois-Pohjanmaa,18-29,2025-09-16,1,Individual,Full
8866,Chloe Kent,SE,Stockholm,30-44,2023-07-28,4,Individual,Full
8867,Beverley Powell,SE,Västra Götaland,45-59,2024-02-22,6,Individual,Email only
8868,Molly Walsh,,Pohjois-Pohjanmaa,45-59,2025-12-04,6,Individual,Full
8869,Miss Georgia Simpson,FI,Varsinais-Suomi,30-44,2025-10-16,5,Individual,Email only
8870,Natasha Walker,FI,Uusimaa,30-44,2022-09-28,2,Corporate,Post only
8871,Ms Bethan Butler,FI,Pirkanmaa,60-74,2024-12-18,1,Individual,Email only
8872,Ms Lucy King,NO,Oslo,18-29,2023-12-22,1,Individual,Full
8873,Stewart Walsh,SE,Uppsala,45-59,2022-06-30,5,Individual,Full
8874,Hazel Wright,SE,Västra Götaland,60-74,2023-12-18,1,Individual,Full
8875,Geoffrey Wilson-Ahmed,FI,Varsinais-Suomi,45-59,2025-12-23,1,Individual,Full
8876,June Chandler,SE,Västra Götaland,30-44,2024-12-06,5,Individual,Post only
8877,Mandy Preston,SE,Stockholm,30-44,2023-12-03,1,Individual,Email only
8878,Dr Lee Harrison,NO,Trøndelag,45-59,2022-04-10,2,Individual,Full
8879,Craig Kemp,NO,Vestland,45-59,2025-10-29,1,Individual,Full
8880,Clare Kennedy,FI,Pohjois-Pohjanmaa,75+,2023-06-10,4,Individual,Full
8881,Lindsey Smith,FI,Pohjois-Pohjanmaa,18-29,2025-12-07,6,Corporate,Post only
8882,Dylan Jones,NO,Trøndelag,45-59,2025-11-02,3,Individual,Full
8883,Damien Brookes,NO,Oslo,30-44,2024-03-12,1,Individual,Full
8884,Brenda Osborne,NO,Rogaland,30-44,2022-05-20,1,Individual,Post only
8885,Rita Johnson,FI,Uusimaa,60-74,2025-02-07,4,Individual,Full
8886,Dr Declan Fletcher,SE,Uppsala,30-44,2025-06-24,1,Individual,Full
8887,Michelle Parry,FI,Pohjois-Pohjanmaa,75+,2024-10-20,2,Individual,Full
8888,Tracy Burgess,DK,Hovedstaden,75+,2022-09-21,2,Individual,Email only
8889,Dr Hazel Bishop,SE,Stockholm,75+,2025-07-04,3,Individual,Post only
8890,Oliver Green,NO,Trøndelag,18-29,2022-02-01,2,Individual,Full
8891,Dr Suzanne Holt,DK,Sjælland,30-44,2022-11-05,5,Individual,Full
8892,Dr Carly Richards,SE,Uppsala,45-59,2023-06-02,2,Individual,Full
8893,Dr Rachael Nicholls,NO,Rogaland,18-29,2023-03-16,1,Individual,Full
8894,Brandon Holt,FI,Varsinais-Suomi,45-59,2024-09-28,1,Individual,Email only
8895,Lauren Shepherd,SE,Västra Götaland,18-29,2025-07-08,2,Individual,Email only
8896,Julia Lowe,NO,Vestland,45-59,2025-01-04,1,Individual,Full
8897,Nicholas Pritchard,FI,Pohjois-Pohjanmaa,30-44,2023-09-02,2,Individual,Post only
8898,Kate Lawson,FI,Pohjois-Pohjanmaa,30-44,2023-12-31,4,Individual,Full
8899,Dr Brett Turner,NO,Vestland,30-44,2024-09-26,1,Individual,Email only
8900,Karen Wong,SE,Uppsala,30-44,2022-12-13,2,Individual,Full
8901,Garry Allan,SE,Uppsala,30-44,2025-12-30,5,Individual,Full
8902,Dr Allan McKenzie,SE,Uppsala,60-74,2025-09-01,1,Individual,Full
8903,Dr Derek Mitchell,SE,Uppsala,45-59,2022-08-14,2,Individual,Full
8904,Dr Tracy Schofield,NO,Rogaland,75+,2022-12-16,1,Individual,Full
8905,Frances Day,FI,Pohjois-Pohjanmaa,18-29,2025-08-21,5,Individual,Full
8906,Gail Shaw,DK,Sjælland,30-44,2023-03-08,2,Individual,Full
8907,Marilyn Rose,FI,Pirkanmaa,30-44,2023-01-16,1,Individual,Full
8908,Linda Matthews,NO,Rogaland,45-59,2023-03-31,3,Individual,Full
8909,Miss Patricia McDonald,NO,Oslo,30-44,2025-11-10,7,Individual,Email only
8910,Mohammad Smith,FI,Varsinais-Suomi,60-74,2024-09-13,4,Individual,Post only
8911,Mr Mohammad Cameron,FI,Pohjois-Pohjanmaa,30-44,2024-11-02,4,Individual,Full
8912,Joyce Norman-Bennett,SE,Stockholm,45-59,2024-02-05,1,Individual,Email only
8913,Amelia Thomas,NO,Trøndelag,60-74,2023-10-29,1,Individual,Full
8914,Dr Paige Davis,FI,Pohjois-Pohjanmaa,75+,2025-04-28,2,Individual,Email only
8915,Leon Chapman-Gough,DK,Sjælland,60-74,2024-05-08,1,Individual,Full
8916,Allan Mitchell,SE,Uppsala,30-44,2022-05-18,1,Individual,Full
8917,Alan Lucas,NO,Oslo,60-74,2022-10-23,2,Individual,Full
8918,Victoria Whitehouse,DK,Midtjylland,60-74,2024-12-28,1,Individual,Post only
8919,Reece Richards,SE,Skåne,75+,2022-10-28,6,Individual,Full
8920,Gemma Robinson,NO,Rogaland,45-59,2023-11-30,4,Individual,Full
8921,Chelsea Harrison,DK,Hovedstaden,45-59,2023-02-17,5,Individual,Full
8922,Miss Sophie Morgan,DK,Sjælland,30-44,2023-01-09,1,Individual,Post only
8923,Julia Pollard-Smith,NO,Vestland,60-74,2025-07-14,1,Individual,Full
8924,Dr Josh Foster,SE,Uppsala,18-29,2023-02-17,1,Individual,Email only
8925,Caroline Barnes,SE,Västra Götaland,30-44,2022-10-01,1,Individual,Full
8926,Ryan Banks,FI,Pohjois-Pohjanmaa,60-74,2024-02-11,2,Individual,Post only
8927,Mrs Abigail Doyle,FI,Uusimaa,60-74,2025-02-16,1,Individual,Email only
8928,Aimee Elliott,NO,Vestland,45-59,2024-12-07,2,Individual,Full
8929,Mr Donald Mason,DK,Syddanmark,60-74,2022-12-07,4,Individual,Post only
8930,Mr Danny Ford,SE,Skåne,45-59,2022-01-09,2,Individual,Full
8931,Ms Yvonne Reed,FI,Uusimaa,45-59,2022-09-15,1,Individual,Email only
8932,Ms Katie Jackson,DK,Syddanmark,60-74,2025-02-03,2,Individual,Email only
8933,Chelsea May-Wilson,FI,Varsinais-Suomi,45-59,2024-04-27,2,Individual,Full
8934,Mr Duncan Woodward,FI,Pirkanmaa,60-74,2025-05-26,4,Individual,Full
8935,Sian Thomas,FI,Pohjois-Pohjanmaa,18-29,2022-05-22,2,Individual,Full
8936,Miss Linda Shaw,FI,Varsinais-Suomi,30-44,2025-10-01,1,Individual,Full
8937,Mr Rhys Kennedy,FI,Pohjois-Pohjanmaa,60-74,2023-10-07,3,Individual,Email only
8938,Ms Clare Randall,NO,Trøndelag,45-59,2022-05-02,2,Individual,Full
8939,Graeme Joyce-Harvey,DK,Sjælland,60-74,2024-08-31,2,Individual,Full
8940,Aimee Rogers,SE,Stockholm,45-59,2023-09-11,2,Individual,Email only
8941,Joan Davies,SE,Skåne,30-44,2023-12-18,5,Individual,Full
8942,Vanessa Hughes-Harris,SE,Stockholm,45-59,2022-08-18,1,Individual,Full
8943,Ms Yvonne Green,FI,Pohjois-Pohjanmaa,60-74,2023-11-06,1,Individual,Full
8944,Brian West,SE,Stockholm,30-44,2025-03-26,1,Individual,Full
8945,Mr Elliot Holt,SE,Västra Götaland,45-59,2022-11-07,3,Individual,Full
8946,Dr Damian Jones,FI,Uusimaa,45-59,2023-04-27,5,Individual,Full
8947,Ms Lynn Patel,FI,Varsinais-Suomi,30-44,2023-12-30,4,Individual,Full
8948,Sharon Potts-Barrett,SE,Stockholm,60-74,2025-11-03,2,Individual,Full
8949,Jennifer Davis,SE,Västra Götaland,45-59,2025-12-25,2,Individual,Post only
8950,Kirsty Brown,SE,Stockholm,60-74,2023-12-17,1,Corporate,Full
8951,Eric Knight,FI,Pohjois-Pohjanmaa,60-74,2023-05-22,6,Individual,Full
8952,Sylvia Walsh-Smith,FI,Uusimaa,18-29,2025-12-23,1,Individual,Full
8953,Trevor Wright,SE,Västra Götaland,18-29,2024-06-23,1,Individual,Email only
8954,Joanna Atkinson,NO,Vestland,45-59,2024-08-29,1,Individual,Full
8955,Justin Howarth,DK,Sjælland,60-74,2023-09-22,1,Individual,Full
8956,Dominic Martin,NO,Rogaland,30-44,2022-03-18,3,Individual,Full
8957,Pauline James,SE,Uppsala,30-44,2025-08-03,3,Individual,Post only
8958,Dr Nicholas Evans,FI,Pohjois-Pohjanmaa,45-59,2023-05-06,1,Individual,Full
8959,Andrew Iqbal,NO,Vestland,75+,2025-07-10,1,Individual,Full
8960,Rachel Adams,FI,Pirkanmaa,30-44,2025-12-27,1,Corporate,Email only
8961,Charlotte Rogers-Burton,DK,Sjælland,60-74,2025-11-02,3,Individual,Full
8962,Kieran Ahmed,SE,Stockholm,60-74,2023-12-02,1,Individual,Email only
8963,Marie Manning-Watkins,SE,Uppsala,75+,2022-06-13,2,Corporate,Full
8964,Vanessa Davies,DK,Syddanmark,18-29,2023-04-30,1,Individual,Full
8965,Martin Perry,DK,Hovedstaden,45-59,2023-04-22,5,Individual,Full
8966,Charles Barker,SE,Västra Götaland,60-74,2025-01-13,6,Individual,Full
8967,Sophie Mills,SE,Västra Götaland,45-59,2024-05-11,1,Individual,Full
8968,Brian King,FI,Uusimaa,60-74,2024-07-14,3,Individual,Email only
8969,Hazel Sharpe,DK,Midtjylland,45-59,2023-10-26,1,Individual,Full
8970,Billy Bull,FI,Pohjois-Pohjanmaa,60-74,2022-09-01,2,Individual,Post only
8971,Miss Pauline Day,NO,Rogaland,45-59,2023-09-16,2,Individual,Full
8972,Dr Edward Ward,SE,Västra Götaland,60-74,2024-11-08,3,Individual,Full
8973,Mr Harry Young,FI,Pohjois-Pohjanmaa,45-59,2024-10-06,2,Individual,Email only
8974,Paul Watson,SE,Skåne,18-29,2022-12-27,3,Individual,Full
8975,Joyce Griffin-Hughes,NO,Trøndelag,45-59,2023-10-27,4,Corporate,Full
8976,Deborah Blake,FI,Uusimaa,45-59,2022-10-21,6,Individual,Full
8977,Sylvia Lucas,FI,Pirkanmaa,45-59,2023-11-04,2,Individual,Full
8978,Joshua Carr,SE,Skåne,30-44,2022-06-21,4,Individual,Post only
8979,Charlene James,FI,Varsinais-Suomi,60-74,2022-08-01,1,Individual,Full
8980,Miss Kim Read,DK,Syddanmark,45-59,2024-10-11,1,Individual,Full
8981,Kelly Brown,FI,Pirkanmaa,45-59,2023-11-17,3,Individual,Email only
8982,Leonard Powell,SE,Skåne,45-59,2025-04-12,2,Individual,Full
8983,Tina Gill-Sullivan,FI,Pirkanmaa,75+,2024-10-29,2,Corporate,Full
8984,Louis Gardiner,FI,Pohjois-Pohjanmaa,30-44,2024-09-19,2,Individual,Full
8985,Elizabeth Collins,FI,Pohjois-Pohjanmaa,60-74,2022-08-06,6,Individual,Full
8986,Fiona Johnson,SE,Uppsala,45-59,2023-09-13,1,Individual,Full
8987,Jodie Taylor-Carey,FI,Pohjois-Pohjanmaa,45-59,2024-03-18,2,Corporate,Full
8988,Lynda Baker,SE,Västra Götaland,30-44,2023-02-02,4,Individual,Full
8989,Alice Thomas,NO,Trøndelag,60-74,2024-12-04,1,Individual,Full
8990,Jeremy Robinson,FI,Uusimaa,30-44,2025-04-04,4,Individual,Full
8991,Glenn Watson,NO,Trøndelag,18-29,2025-05-26,1,Individual,Full
8992,Ms Charlene Rowe,DK,Syddanmark,30-44,2023-02-10,6,Individual,Full
8993,Sophie Singh-Barnes,DK,Hovedstaden,45-59,2023-12-18,4,Individual,Post only
8994,Lee Stephenson,NO,Trøndelag,45-59,2025-08-07,5,Individual,Full
8995,Simon Lee,FI,Pirkanmaa,60-74,2022-07-17,4,Individual,Email only
8996,Rita O'Connor-Singh,FI,Varsinais-Suomi,60-74,2024-10-23,7,Individual,Full
8997,Mohamed Burke,FI,Varsinais-Suomi,30-44,2024-04-03,2,Individual,Full
8998,Mr Colin White,FI,Varsinais-Suomi,60-74,2023-04-11,3,Individual,Full
8999,Lynne McDonald,FI,Pohjois-Pohjanmaa,30-44,2024-10-01,2,Individual,Full
9000,Mrs Fiona Wilkins,NO,Rogaland,60-74,2022-09-06,6,Individual,Email only
9001,Ms Christine Jones,FI,Varsinais-Suomi,30-44,2022-11-05,3,Individual,Full
9002,Melissa Harper,FI,Pohjois-Pohjanmaa,30-44,2022-02-09,3,Individual,Full
9003,Dr Ryan Wood,SE,Stockholm,30-44,2022-01-10,1,Individual,Full
9004,Ian Shaw,SE,Västra Götaland,45-59,2024-05-18,1,Individual,Full
9005,Adam Whittaker,DK,Hovedstaden,30-44,2022-12-27,1,Individual,Email only
9006,Christopher Elliott,FI,Pohjois-Pohjanmaa,45-59,2024-06-20,2,Individual,Email only
9007,Charles Hill,SE,Uppsala,60-74,2023-10-05,1,Individual,Full
9008,Maureen Frost,,Sjælland,30-44,2025-03-02,2,Individual,Full
9009,Mr Geoffrey Harris,DK,Sjælland,60-74,2023-05-29,1,Individual,Full
9010,Dr Jamie Hartley,NO,Rogaland,75+,2024-11-24,3,Individual,Full
9011,Jemma Adams,FI,Pohjois-Pohjanmaa,75+,2023-12-19,4,Individual,Email only
9012,Gillian Parker,FI,Varsinais-Suomi,18-29,2023-05-10,4,Individual,Full
9013,Dr Patricia Smith,FI,Pirkanmaa,18-29,2024-05-24,1,Individual,Full
9014,Mrs Helen Andrews,FI,Varsinais-Suomi,45-59,2023-12-27,1,Individual,Full
9015,Megan Chapman,NO,Oslo,45-59,2023-10-08,2,Individual,Email only
9016,Tracy Lloyd,FI,Varsinais-Suomi,30-44,2023-10-24,1,Individual,Full
9017,Jacqueline North,SE,Stockholm,18-29,2025-01-27,1,Individual,Full
9018,Dr Bryan Thomas,NO,Vestland,45-59,2023-04-03,1,Individual,Email only
9019,Martin Wright,SE,Uppsala,30-44,2023-05-13,1,Corporate,Full
9020,Dr Janet Patel,NO,Oslo,30-44,2022-10-08,2,Individual,Email only
9021,Liam Fisher,SE,Västra Götaland,60-74,2023-03-17,1,Individual,Email only
9022,Alex Cunningham,DK,Midtjylland,18-29,2025-05-02,2,Individual,Email only
9023,Mr Danny Peters,FI,Pohjois-Pohjanmaa,60-74,2024-05-23,3,Individual,Full
9024,Mr Nigel Wood,FI,Uusimaa,45-59,2025-05-30,3,Individual,Full
9025,Russell Spencer,FI,Uusimaa,45-59,2024-06-29,1,Individual,Full
9026,Mrs Sophie Bird,DK,Sjælland,18-29,2022-12-31,4,Individual,Email only
9027,Damien Price-O'Connor,FI,Pirkanmaa,45-59,2022-11-07,4,Individual,Email only
9028,Dr David Chan,NO,Oslo,60-74,2024-04-16,4,Individual,Full
9029,Susan Jones,SE,Stockholm,18-29,2025-11-19,1,Individual,Full
9030,Glenn Coates,SE,Skåne,60-74,2025-12-16,1,Individual,Full
9031,Miss Clare Leach,FI,Pohjois-Pohjanmaa,45-59,2024-12-19,1,Individual,Email only
9032,Dr Natasha Hughes,FI,Pohjois-Pohjanmaa,45-59,2024-10-06,1,Individual,Full
9033,Dr Ian Nicholls,SE,Uppsala,45-59,2022-07-02,1,Individual,Full
9034,Dominic May-James,DK,Sjælland,30-44,2024-12-04,4,Individual,Full
9035,Mrs Grace Hussain,,Syddanmark,60-74,2024-05-14,2,Individual,Full
9036,Mr Stuart Holmes,NO,Oslo,60-74,2023-11-03,5,Individual,Full
9037,Jean Taylor,SE,Uppsala,45-59,2023-03-21,1,Individual,Full
9038,Elliot Sanderson,FI,Uusimaa,18-29,2024-11-15,1,Individual,Full
9039,Miss Gail Coleman,SE,Stockholm,45-59,2024-04-02,5,Individual,Post only
9040,William Wilson-Harris,FI,Uusimaa,60-74,2024-07-14,1,Individual,Full
9041,Tony White,SE,Uppsala,45-59,2023-03-16,2,Individual,Full
9042,Justin Yates,NO,Vestland,30-44,2022-03-27,2,Individual,Full
9043,Gerard Ball-Woods,SE,Skåne,75+,2024-11-26,1,Individual,Full
9044,Michael Frost,,Skåne,60-74,2023-05-17,7,Individual,Full
9045,Dominic Ali-Davies,,Pohjois-Pohjanmaa,18-29,2022-12-25,1,Individual,Full
9046,William Ferguson,SE,Skåne,45-59,2025-12-15,2,Individual,Full
9047,Christian Lowe-O'Brien,FI,Uusimaa,30-44,2025-12-09,1,Individual,Email only
9048,Janice Clark,FI,Pirkanmaa,60-74,2022-05-12,2,Individual,Full
9049,Mr Martin Brown,FI,Uusimaa,45-59,2025-11-01,2,Individual,Email only
9050,Susan Taylor,FI,Uusimaa,60-74,2024-11-06,2,Individual,Email only
9051,Ian Smart,NO,Trøndelag,75+,2025-11-01,1,Individual,Full
9052,Miss Marilyn Smith,SE,Uppsala,75+,2025-09-12,1,Individual,Email only
9053,Josh O'Brien,FI,Uusimaa,30-44,2025-12-22,4,Individual,Full
9054,Samuel Evans-Bell,SE,Uppsala,18-29,2023-12-04,3,Individual,Email only
9055,Maria Carpenter-Holt,SE,Västra Götaland,30-44,2024-09-24,4,Individual,Full
